,id,title,description
1100,667967,The Epic Tradition,"This is one of the distinctive genre-based modules, in which the great literary genres are studied—through translation where appropriate. The texts to be studied are Homer’s Iliad and Odyssey, Virgil’s Aeneid, Milton’s Paradise Lost and Derek Walcott's Omeros."
1101,667968,Modes of Reading,Modes of Reading
1102,667598,Philosophy & Social Sciences,"What is science? Science is our best for finding out about the world. But what accounts for its success? And what does it take for something to be a science?  We will investigate whether there are any methods or techniques that are distinctive of science. We will also investigate what distinguishes science from non-science. Various criteria have been offered and we will assess some of the leading ones.    Knowledge and explanation  Knowing involves more than having a true belief. Someone can believe something and, quite by luck, their belief is true. We will investigate what more is involved in knowing something. Explanation involves more than knowledge. Someone can know that the same side of the moon always faces the Earth without having an explanation why. So what more does explaining something involve? We will assess a leading theory of scientific explanation.    Prediction and probability Many of our beliefs and decisions are based on uncertain reasoning. There is good evidence that global warming is an unprecedented change caused by emission of greenhouse gases; but to conclude that this is the case on this evidence is risky, since the trend could be within normal climatic variations. An investor concludes that it is safe to buy pounds sterling on the basis of a forecast of UK currency trends: this is an uncertain conclusion because the financial model could be wrong or other factors come into play. These lectures introduce risky arguments and show you ways of picking out the good ones and avoid getting duped by the bad ones. The lectures will look at notions of fairness, bias and independence. We will also look at the Gambler's Fallacy and theories of probability.    Action. Social science studies social phenomena, but what are these? Once upon a time social science was classed with the behavioural sciences for it studied group behaviours. Philosophers are careful to draw a distinction between behaviour and action: action is behaviour that is intentional under at least one true description. And action is social, according to a famous definition, ¿insofar as its subjective meaning takes account of the behaviour of others and is thereby oriented in its course¿ (M. Weber). We will unpack these definitions and consider what it might mean to explain an action.    Norms, conventions, traditions and social relativism. Social science does not just study social actions but also what prompts and constrains actors in their doings. Certain things are just ¿not done¿, other things are outright forbidden by law, yet other things highly prized. If norms are just conventions, what are conventions? How are they arrived at and what keeps them in place? And what are institutions and gives them their authority? We will look at two different answers to these questions and then consider whether the wide variety of customs and conceptual frameworks found across humankind licences the view that there is no universal standard of rationality."
1103,667651,Voorbereiding Werkplekleren 1,
1104,667652,Werkplekleren 1,
1105,667653,Basis natuurw.1:scheikunde,
1106,667655,Metawerk 1B/Bekwaamsheidsproef,
1107,667607,"Locke, Berkeley and Hume","This course is devoted to studying the empiricist philosophies of Locke, Berkeley and Hume, focusing on the core texts by each. The issues raised by these philosophers have been profoundly important in shaping the landscape of contemporary analytical philosophy and many of the problems they raised and addressed are as relevant to philosophy today as they were then. Questions about, for example, the possibility of innate ideas, the nature of perception, the existence of a reality independently of our minds, and the laws of nature, have all been handed down to us, in part, as a legacy of empiricism.    The course will approach the subject both by examining the philosophical works of Locke, Berkeley and Hume, and by looking at the ways in which their insights and concerns have been inherited by current analytical philosophers."
1108,667640,Philosophy of Mind,Philosophy of Mind
1109,667850,British Literature L1S2EC,British Literature L1S2EC
1110,667881,International Jobs L3S6EC,International Jobs L3S6EC
1111,667853,Medieval Studies - L2S4,Medieval Studies - L2S4
1112,667929,Macroeco. in Global Economy,Macroeconomics in the Global Economy
1113,667936,Negotiations,Negotiations
1114,667865,Contemporary English Lit. L2S4,Contemporary English Literature - L2S4
1115,668013,Playwriting,Playwriting
1116,668018,American Poetry since 1950,American Poetry since 1950
1117,668034,Leadership and Teams,Leadership and Teams
1118,668041,Poetry - 1930-1950,Poetry - 1930-1950
1119,668050,Jacobean Poetry,Jacobean Poetry
1120,668069,Ethical Issues In Journalism,Ethical Issues In Journalism
1121,667975,Fiction and Reality,Fiction and Reality
1122,667976,Early Modern Books,Early Modern Books
1123,668045,Experimental Theater,Experimental Theater
1124,668048,Poetry through the ages,Poetry through the ages
1125,668054,Modern Day Classics,Modern Day Classics
1126,667978,Tales of the City,Tales of the City
1127,667992,Self and Society in the Victor,Self and Society in the Victorian Novel
1128,667997,Modernist Literature: New,Modernist Literature: Making It New?
1129,668064,Journalism Innovations,Journalism Innovations
1130,668068,Researching and Reporting,Researching and Reporting
1131,668075,Free Speech and Censorship,Free Speech and Censorship
1132,668083,Victorian English,Victorian English
1133,668042,Poetry 1970-1990,Poetry 1970-1990
1134,668006,Read All About It!,Read All About It! Victorian Literature and the Press
1135,668029,Business and Society,Business and Society
1136,667996,Approaches to Fiction,Approaches to Fiction
1137,000046,Systems Theory,This course examines systems theory.
1138,000160,Social Reserch Methods,Social Research Methods - Second  Year Sociology Subject
1139,000164,Sociology and the family,Sociology of the family - Second  Year Sociology Subject
1140,000093,Research Methods 1,Research Methods - Second Year Social Work Subject
1141,000103,Digital Circuits,This course teaches the theory of digital circuits.
1142,000140,Cybernetic Engineering,This course explains cybernetic engineering.
1143,000086,VLSI Systems Arch & Design,This course explores VLSI Systems Architecture and design.
